Hotel Name,Hotel Link,Location,Price,Plan Name,Plan Link,Per Person Price,Total Price
ホテルマイステイズ日暮里,https://www.jalan.net//yad332296/,JR線・京成線　日暮里駅南口より徒歩5分。エレベーターは北改札口を出て東口よりご利用ください。,"5,400円～",７泊以上でお得にステイ！「ウィークリーマンション」プラン♪,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=332296&planCd=02259711&roomTypeCd=0224857&adultNum=2&dateUndecided=1,N/A,N/A
ホテルマイステイズ日暮里,https://www.jalan.net//yad332296/,JR線・京成線　日暮里駅南口より徒歩5分。エレベーターは北改札口を出て東口よりご利用ください。,"5,400円～",【早期割28／素泊まり】早期予約でオトクな価格！※27日前から返金不可,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=332296&planCd=03839758&roomTypeCd=0224858&adultNum=2&dateUndecided=1,"6,100円～","6,100円～"
アーバイン東京・上野 北千住,https://www.jalan.net//yad381076/,北千住駅西口よりミルディス通り直進徒歩3分　TEL:03-5284-9970,"5,500円～",【素泊まり】7泊以上から！ウィークリープラン♪,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=381076&planCd=03213719&roomTypeCd=0385794&adultNum=2&dateUndecided=1,N/A,N/A
アーバイン東京・上野 北千住,https://www.jalan.net//yad381076/,北千住駅西口よりミルディス通り直進徒歩3分　TEL:03-5284-9970,"5,500円～",【素泊まり】7泊以上から！ウィークリープラン♪,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=381076&planCd=03213719&roomTypeCd=0385795&adultNum=2&dateUndecided=1,N/A,N/A
アーバイン東京・上野 北千住,https://www.jalan.net//yad381076/,北千住駅西口よりミルディス通り直進徒歩3分　TEL:03-5284-9970,"5,500円～",【じゃらんのお得な10日間】【素泊まり】◆今だけお得なタイムセール！◆　8月度,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=381076&planCd=03812259&roomTypeCd=0385794&adultNum=2&dateUndecided=1,"6,400円～","6,400円～"
住庄ほてる,https://www.jalan.net//yad323790/,地下鉄日比谷線・浅草線人形町駅から徒歩３分、銀座線・半蔵門線三越前駅より徒歩７分　JR東京駅から車５分,"5,500円～",気ままに東京散策プラン■禁煙室限定■  ☆湯殿利用・LAN接続無料☆,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=323790&planCd=01918517&roomTypeCd=0501779&adultNum=2&dateUndecided=1,"5,500円～","5,500円～"
住庄ほてる,https://www.jalan.net//yad323790/,地下鉄日比谷線・浅草線人形町駅から徒歩３分、銀座線・半蔵門線三越前駅より徒歩７分　JR東京駅から車５分,"5,500円～",気ままに東京散策プラン■禁煙室限定■  ☆湯殿利用・LAN接続無料☆,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=323790&planCd=01918517&roomTypeCd=0326706&adultNum=2&dateUndecided=1,-円,"5,940円～"
住庄ほてる,https://www.jalan.net//yad323790/,地下鉄日比谷線・浅草線人形町駅から徒歩３分、銀座線・半蔵門線三越前駅より徒歩７分　JR東京駅から車５分,"5,500円～",気ままに東京散策プラン  【喫煙】☆湯殿利用・LAN接続無料☆,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=323790&planCd=00897987&roomTypeCd=0068899&adultNum=2&dateUndecided=1,-円,"5,940円～"
新宿ビジネスホテル,https://www.jalan.net//yad313928/,JR新宿駅南口・バスタ新宿より徒歩5分/地下鉄丸ノ内・副都心線、都営新宿線「新宿三丁目」駅E5出口徒歩1分,"5,500円～",禁煙シングルルーム（バス・トイレ・洗面共同、チェックイン17時～24時、門限25時）,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=313928&planCd=01254644&roomTypeCd=0247084&adultNum=2&dateUndecided=1,"5,500円～","5,500円～"
新宿ビジネスホテル,https://www.jalan.net//yad313928/,JR新宿駅南口・バスタ新宿より徒歩5分/地下鉄丸ノ内・副都心線、都営新宿線「新宿三丁目」駅E5出口徒歩1分,"5,500円～",◇◆男性限定プラン◆◇喫煙◇◆シングルルーム（バス・トイレ・洗面共同、イン17時～24時、門限25時）,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=313928&planCd=02634304&roomTypeCd=0425307&adultNum=2&dateUndecided=1,"5,500円～","5,500円～"
新宿ビジネスホテル,https://www.jalan.net//yad313928/,JR新宿駅南口・バスタ新宿より徒歩5分/地下鉄丸ノ内・副都心線、都営新宿線「新宿三丁目」駅E5出口徒歩1分,"5,500円～",◎男性限定プラン◎禁煙シングルルーム（バス・トイレ・洗面共同 チェックイン24時まで、門限25時）,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=313928&planCd=02630243&roomTypeCd=0424929&adultNum=2&dateUndecided=1,"8,000円～","8,000円～"
ミヤビイン蒲田,https://www.jalan.net//yad317922/,JR蒲田駅下車東口徒歩５分、京急蒲田駅西口８分、首都高速都心環状線羽田出口より約２０分,"5,500円～",☆【喫煙】【じゃらん限定】◎シングル♪ネット接続無料☆,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=317922&planCd=00206940&roomTypeCd=0065625&adultNum=2&dateUndecided=1,"5,500円～","5,500円～"
ミヤビイン蒲田,https://www.jalan.net//yad317922/,JR蒲田駅下車東口徒歩５分、京急蒲田駅西口８分、首都高速都心環状線羽田出口より約２０分,"5,500円～",◎【日月週末お得】【受験生も◎】【じゃらん限定】禁煙シングル◎,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=317922&planCd=00256060&roomTypeCd=0077107&adultNum=2&dateUndecided=1,"5,500円～","5,500円～"
ミヤビイン蒲田,https://www.jalan.net//yad317922/,JR蒲田駅下車東口徒歩５分、京急蒲田駅西口８分、首都高速都心環状線羽田出口より約２０分,"5,500円～",☆【じゃらん限定】◎レディース・喫煙シングルルームプラン☆,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=317922&planCd=00504992&roomTypeCd=0123701&adultNum=2&dateUndecided=1,"5,500円～","5,500円～"
シティホテル弘城,https://www.jalan.net//yad319575/,JR蒲田駅西口徒歩30秒。ドン・キホーテさん左隣。京急蒲田駅徒歩約10分,"5,500円～",長期ご宿泊の方にオススメ！！連泊エコプラン変更不可（2泊～7泊）,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=319575&planCd=02909919&roomTypeCd=0099559&adultNum=2&dateUndecided=1,N/A,N/A
シティホテル弘城,https://www.jalan.net//yad319575/,JR蒲田駅西口徒歩30秒。ドン・キホーテさん左隣。京急蒲田駅徒歩約10分,"5,500円～",連泊限定　源泉かけ流し黒湯天然温泉入浴券（岩盤浴無し）1枚だけ付いちゃうよ！　連泊エコプラン変更不可,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=319575&planCd=03796320&roomTypeCd=0099559&adultNum=2&dateUndecided=1,N/A,N/A
シティホテル弘城,https://www.jalan.net//yad319575/,JR蒲田駅西口徒歩30秒。ドン・キホーテさん左隣。京急蒲田駅徒歩約10分,"5,500円～",長期ご宿泊の方にオススメ！！連泊エコプラン変更不可（2泊～7泊）,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=319575&planCd=02909919&roomTypeCd=0345648&adultNum=2&dateUndecided=1,N/A,N/A
