Hotel Name,Address,Room Type,Room Price Detail
ザ・キャピトルホテル 東急,東京都・溜池山王駅・国会議事堂前駅直結 [全251室],プレミアコーナーツイン【禁煙】,"['ポイント17%分利用+割引で130,926円～2名税込97,808円～詳細･予約', 'ポイント17%分利用+割引で142,564円～朝食付2名税込106,497円～詳細･予約']"
ザ・キャピトルホテル 東急,東京都・溜池山王駅・国会議事堂前駅直結 [全251室],プレミアコーナーキング【禁煙】,"['ポイント17%分利用+割引で130,926円～2名税込97,808円～詳細･予約', 'ポイント17%分利用+割引で142,564円～朝食付2名税込106,497円～詳細･予約']"
ザ・キャピトルホテル 東急,東京都・溜池山王駅・国会議事堂前駅直結 [全251室],プレミアコーナーツイン【喫煙】,"['ポイント17%分利用+割引で138,200円～2名税込103,249円～詳細･予約']"
ザ・キャピトルホテル 東急,東京都・溜池山王駅・国会議事堂前駅直結 [全251室],プレミアコーナーツイン ビューバス【禁煙】,"['ポイント17%分利用+割引で138,200円～2名税込103,249円～詳細･予約', 'ポイント17%分利用+割引で169,444円～朝食付2名税込126,575円～詳細･予約']"
ザ・キャピトルホテル 東急,東京都・溜池山王駅・国会議事堂前駅直結 [全251室],プレミアコーナーキング ビューバス【禁煙】,"['ポイント17%分利用+割引で138,200円～2名税込103,249円～詳細･予約', 'ポイント17%分利用+割引で169,444円～朝食付2名税込126,575円～詳細･予約']"
ザ・キャピトルホテル 東急,東京都・溜池山王駅・国会議事堂前駅直結 [全251室],クラブデラックスキング【禁煙】,"['ポイント17%分利用+割引で145,474円～朝食付2名税込108,675円～詳細･予約']"
ザ・キャピトルホテル 東急,東京都・溜池山王駅・国会議事堂前駅直結 [全251室],クラブデラックスハリウッド【禁煙】,"['ポイント17%分利用+割引で145,474円～朝食付2名税込108,675円～詳細･予約']"
ザ・キャピトルホテル 東急,東京都・溜池山王駅・国会議事堂前駅直結 [全251室],プレミアキング【禁煙】,"['ポイント17%分利用+割引で145,474円～2名税込108,675円～詳細･予約', 'ポイント17%分利用+割引で157,112円～朝食付2名税込117,364円～詳細･予約']"
ザ・キャピトルホテル 東急,東京都・溜池山王駅・国会議事堂前駅直結 [全251室],ユニバーサルコーナーツイン【禁煙】,"['ポイント17%分利用+割引で167,548円～朝食付2名税込125,175円～詳細･予約']"
ザ・キャピトルホテル 東急,東京都・溜池山王駅・国会議事堂前駅直結 [全251室],クラブプレミアコーナーツイン【禁煙】,"['ポイント17%分利用+割引で189,116円～朝食付2名税込141,272円～詳細･予約']"
ザ・キャピトルホテル 東急,東京都・溜池山王駅・国会議事堂前駅直結 [全251室],ドッグフレンドリープレミアコーナーツイン【禁煙】,"['ポイント17%分利用+割引で199,164円～朝食付2名税込148,784円～詳細･予約']"
ザ・キャピトルホテル 東急,東京都・溜池山王駅・国会議事堂前駅直結 [全251室],クラブプレミアキング【禁煙】,"['ポイント17%分利用+割引で203,664円～朝食付2名税込152,154円～詳細･予約']"
ザ・キャピトルホテル 東急,東京都・溜池山王駅・国会議事堂前駅直結 [全251室],ドッグフレンドリープレミアキング【禁煙】,"['ポイント17%分利用+割引で213,712円～朝食付2名税込159,651円～詳細･予約']"
ザ・キャピトルホテル 東急,東京都・溜池山王駅・国会議事堂前駅直結 [全251室],コネクティングルーム【禁煙】,"['ポイント17%分利用+割引で232,760円～2名税込173,886円～詳細･予約', 'ポイント17%分利用+割引で244,398円～朝食付2名税込182,577円～詳細･予約']"
ザ・キャピトルホテル 東急,東京都・溜池山王駅・国会議事堂前駅直結 [全251室],ジュニアスイート【禁煙】,"['ポイント17%分利用+割引で247,306円～朝食付2名税込184,751円～詳細･予約']"
ザ・キャピトルホテル 東急,東京都・溜池山王駅・国会議事堂前駅直結 [全251室],エグゼクティブスイート　キング　【禁煙】,"['ポイント17%分利用+割引で436,424円～朝食付2名税込326,023円～詳細･予約']"
ザ・キャピトルホテル 東急,東京都・溜池山王駅・国会議事堂前駅直結 [全251室],エグゼクティブスイート　ツイン【禁煙】,"['ポイント17%分利用+割引で436,424円～朝食付2名税込326,023円～詳細･予約']"
ザ・キャピトルホテル 東急,東京都・溜池山王駅・国会議事堂前駅直結 [全251室],ガーデンスイート ツイン 【禁煙】,"['ポイント17%分利用+割引で581,900円～朝食付2名税込434,681円～詳細･予約']"
シギラベイサイドスイート アラマンダ,沖縄県・宮古島 [全174室],ジャグジースイート・グリーンビュー1F＜テラスジャグジー付＞,"['ポイント20%分利用で34,340円～朝食付2名税込27,480円～詳細･予約']"
シギラベイサイドスイート アラマンダ,沖縄県・宮古島 [全174室],スーペリアスイート1F-4F＜デイベッド付＞,"['ポイント20%分利用で36,200円～朝食付2名税込28,960円～詳細･予約']"
シギラベイサイドスイート アラマンダ,沖縄県・宮古島 [全174室],ジャグジースイート1F-4F＜キッチン・テラスジャグジー付＞,"['ポイント20%分利用で39,100円～朝食付2名税込31,280円～詳細･予約']"
シギラベイサイドスイート アラマンダ,沖縄県・宮古島 [全174室],プールヴィララグーンスイート 1F-3F＜ラウンジ利用付＞,"['ポイント20%分利用で45,900円～朝食付2名税込36,720円～詳細･予約']"
シギラベイサイドスイート アラマンダ,沖縄県・宮古島 [全174室],プールヴィララグーンスイート ダブルルーム3F　ラウンジ利用,"['ポイント20%分利用で45,900円～朝食付2名税込36,720円～詳細･予約']"
シギラベイサイドスイート アラマンダ,沖縄県・宮古島 [全174室],プールヴィララグーンスイート最上階・4F＜ラウンジ利用付＞,"['ポイント20%分利用で51,340円～朝食付2名税込41,080円～詳細･予約']"
シギラベイサイドスイート アラマンダ,沖縄県・宮古島 [全174室],＜愛犬ルーム＞プールヴィララグーンスイート1F　ラウンジ利用,"['ポイント20%分利用で54,000円～朝食付2名税込43,200円～詳細･予約']"
シギラベイサイドスイート アラマンダ,沖縄県・宮古島 [全174室],部屋タイプ指定なし（禁煙）,"['ポイント20%分利用で63,800円～朝食付2名税込51,040円～詳細･予約']"
シギラベイサイドスイート アラマンダ,沖縄県・宮古島 [全174室],プールヴィラロイヤルスイート＜温水プール・サウナ・ラウンジ＞,"['ポイント20%分利用で67,660円～朝食付2名税込54,140円～詳細･予約']"
ホテルニューグランド,神奈川県・横浜・山下町 [全230室],タワー館スタンダード　ツイン（禁煙）,"['ポイント10%分利用で22,000円～2名税込19,800円～詳細･予約', 'ポイント10%分利用で30,200円～朝食付2名税込27,180円～詳細･予約', 'ポイント10%分利用で44,800円～夕朝食付2名税込40,320円～詳細･予約']"
ホテルニューグランド,神奈川県・横浜・山下町 [全230室],タワー館スタンダードツイン（喫煙）,"['ポイント10%分利用で22,000円～2名税込19,800円～詳細･予約', 'ポイント10%分利用で30,200円～朝食付2名税込27,180円～詳細･予約', 'ポイント10%分利用で44,800円～夕朝食付2名税込40,320円～詳細･予約']"
ホテルニューグランド,神奈川県・横浜・山下町 [全230室],本館グランドダブル（禁煙）,"['ポイント10%分利用で23,000円～2名税込20,700円～詳細･予約', 'ポイント10%分利用で31,200円～朝食付2名税込28,080円～詳細･予約']"
ホテルニューグランド,神奈川県・横浜・山下町 [全230室],本館グランドツイン（禁煙）,"['ポイント10%分利用で23,000円～2名税込20,700円～詳細･予約', 'ポイント10%分利用で31,200円～朝食付2名税込28,080円～詳細･予約']"
ホテルニューグランド,神奈川県・横浜・山下町 [全230室],タワー館スタンダード　ベイビューコーナーダブル（禁煙）,"['ポイント10%分利用で25,000円～2名税込22,500円～詳細･予約', 'ポイント10%分利用で33,200円～朝食付2名税込29,880円～詳細･予約', 'ポイント10%分利用で50,800円～夕朝食付2名税込45,720円～詳細･予約']"
ホテルニューグランド,神奈川県・横浜・山下町 [全230室],タワー館スタンダード　ベイビューハリウッドツイン（禁煙）,"['ポイント10%分利用で25,000円～2名税込22,500円～詳細･予約', 'ポイント10%分利用で33,200円～朝食付2名税込29,880円～詳細･予約', 'ポイント10%分利用で50,800円～夕朝食付2名税込45,720円～詳細･予約']"
ホテルニューグランド,神奈川県・横浜・山下町 [全230室],タワー館スタンダード　ベイビューコーナーダブル（喫煙）,"['ポイント10%分利用で25,000円～2名税込22,500円～詳細･予約', 'ポイント10%分利用で33,200円～朝食付2名税込29,880円～詳細･予約', 'ポイント10%分利用で50,800円～夕朝食付2名税込45,720円～詳細･予約']"
ホテルニューグランド,神奈川県・横浜・山下町 [全230室],タワー館スタンダード　ベイビューハリウッドツイン（喫煙）,"['ポイント10%分利用で25,000円～2名税込22,500円～詳細･予約', 'ポイント10%分利用で33,200円～朝食付2名税込29,880円～詳細･予約', 'ポイント10%分利用で50,800円～夕朝食付2名税込45,720円～詳細･予約']"
ホテルニューグランド,神奈川県・横浜・山下町 [全230室],タワー館スーペリアフロア　タワーサイドツイン（禁煙）,"['ポイント10%分利用で25,000円～2名税込22,500円～詳細･予約', 'ポイント10%分利用で33,200円～朝食付2名税込29,880円～詳細･予約']"
ホテルニューグランド,神奈川県・横浜・山下町 [全230室],タワー館スーペリアフロア　タワーサイドダブル（禁煙）,"['ポイント10%分利用で25,000円～2名税込22,500円～詳細･予約', 'ポイント10%分利用で33,200円～朝食付2名税込29,880円～詳細･予約']"
ホテルニューグランド,神奈川県・横浜・山下町 [全230室],本館グランドデラックスツイン（禁煙）,"['ポイント10%分利用で26,000円～2名税込23,400円～詳細･予約', 'ポイント10%分利用で34,200円～朝食付2名税込30,780円～詳細･予約', 'ポイント10%分利用で51,800円～夕朝食付2名税込46,620円～詳細･予約']"
ホテルニューグランド,神奈川県・横浜・山下町 [全230室],タワー館スーペリアフロア　ベイサイドツイン（禁煙）,"['ポイント10%分利用で26,000円～2名税込23,400円～詳細･予約', 'ポイント10%分利用で34,200円～朝食付2名税込30,780円～詳細･予約', 'ポイント10%分利用で51,800円～夕朝食付2名税込46,620円～詳細･予約']"
ホテルニューグランド,神奈川県・横浜・山下町 [全230室],タワー館スーペリアフロア　ベイサイドダブル（禁煙）,"['ポイント10%分利用で26,000円～2名税込23,400円～詳細･予約', 'ポイント10%分利用で34,200円～朝食付2名税込30,780円～詳細･予約', 'ポイント10%分利用で51,800円～夕朝食付2名税込46,620円～詳細･予約']"
ホテルニューグランド,神奈川県・横浜・山下町 [全230室],タワー館スーペリアフロア　ベイフロントハリウッドツイン（禁煙,"['ポイント10%分利用で28,000円～2名税込25,200円～詳細･予約', 'ポイント10%分利用で36,200円～朝食付2名税込32,580円～詳細･予約', 'ポイント10%分利用で53,800円～夕朝食付2名税込48,420円～詳細･予約']"
ホテルニューグランド,神奈川県・横浜・山下町 [全230室],タワー館スーペリアフロア　ベイフロントコーナーダブル（禁煙）,"['ポイント10%分利用で28,000円～2名税込25,200円～詳細･予約', 'ポイント10%分利用で36,200円～朝食付2名税込32,580円～詳細･予約', 'ポイント10%分利用で53,800円～夕朝食付2名税込48,420円～詳細･予約']"
ホテルニューグランド,神奈川県・横浜・山下町 [全230室],タワー館グランドクラブフロア　高層階ツイン（禁煙）,"['ポイント10%分利用で33,000円～2名税込29,700円～詳細･予約', 'ポイント10%分利用で41,200円～朝食付2名税込37,080円～詳細･予約', 'ポイント10%分利用で58,800円～夕朝食付2名税込52,920円～詳細･予約']"
ホテルニューグランド,神奈川県・横浜・山下町 [全230室],タワー館グランドクラブフロア　高層階ダブル（禁煙）,"['ポイント10%分利用で33,000円～2名税込29,700円～詳細･予約', 'ポイント10%分利用で41,200円～朝食付2名税込37,080円～詳細･予約', 'ポイント10%分利用で58,800円～夕朝食付2名税込52,920円～詳細･予約']"
ホテルニューグランド,神奈川県・横浜・山下町 [全230室],タワー館グランドクラブフロア　ベイビューハリウッドツイン禁煙,"['ポイント10%分利用で36,000円～2名税込32,400円～詳細･予約', 'ポイント10%分利用で44,200円～朝食付2名税込39,780円～詳細･予約']"
ホテルニューグランド,神奈川県・横浜・山下町 [全230室],タワー館グランドクラブフロア　ベイビューコーナーダブル（禁煙,"['ポイント10%分利用で36,000円～2名税込32,400円～詳細･予約', 'ポイント10%分利用で44,200円～朝食付2名税込39,780円～詳細･予約']"
ホテルニューグランド,神奈川県・横浜・山下町 [全230室],タワー館スーペリアフロア　ベイサイドツイン（AT）,"['ポイント10%分利用で60,400円～朝食付2名税込54,360円～詳細･予約']"
ホテルニューグランド,神奈川県・横浜・山下町 [全230室],本館グランドスイート　ツイン（禁煙）,"['ポイント10%分利用で81,000円～2名税込72,900円～詳細･予約', 'ポイント10%分利用で89,200円～朝食付2名税込80,280円～詳細･予約']"
ホテルニューグランド,神奈川県・横浜・山下町 [全230室],本館グランドスイート　ダブル（禁煙）,"['ポイント10%分利用で81,000円～2名税込72,900円～詳細･予約', 'ポイント10%分利用で89,200円～朝食付2名税込80,280円～詳細･予約']"
ホテルニューグランド,神奈川県・横浜・山下町 [全230室],タワー館グランドクラブフロア　セミスイートハリウッドツイン,"['ポイント10%分利用で81,000円～2名税込72,900円～詳細･予約', 'ポイント10%分利用で89,200円～朝食付2名税込80,280円～詳細･予約']"
ホテルニューグランド,神奈川県・横浜・山下町 [全230室],タワー館グランドクラブフロア　プルミエスイート　ツイン（禁煙,"['ポイント10%分利用で86,000円～2名税込77,400円～詳細･予約', 'ポイント10%分利用で94,200円～朝食付2名税込84,780円～詳細･予約', 'ポイント10%分利用で134,800円～夕朝食付2名税込121,320円～詳細･予約']"
ホテルニューグランド,神奈川県・横浜・山下町 [全230室],タワー館グランドクラブフロア　プルミエスイート　ダブル（禁煙,"['ポイント10%分利用で86,000円～2名税込77,400円～詳細･予約', 'ポイント10%分利用で94,200円～朝食付2名税込84,780円～詳細･予約', 'ポイント10%分利用で134,800円～夕朝食付2名税込121,320円～詳細･予約']"
ハレクラニ沖縄,沖縄県・恩納村 [全360室],デラックスオーシャンビュー キング,"['ポイント2%分利用で56,926円～2名税込55,788円～詳細･予約', 'ポイント2%分利用で58,064円～朝食付2名税込56,904円～詳細･予約']"
ハレクラニ沖縄,沖縄県・恩納村 [全360室],デラックスオーシャンビュー ツイン,"['ポイント2%分利用で56,926円～2名税込55,788円～詳細･予約', 'ポイント2%分利用で58,064円～朝食付2名税込56,904円～詳細･予約']"
ハレクラニ沖縄,沖縄県・恩納村 [全360室],デラックスオーシャンビュー サンセットウイング ツイン,"['ポイント2%分利用で56,926円～2名税込55,788円～詳細･予約', 'ポイント2%分利用で58,064円～朝食付2名税込56,904円～詳細･予約']"
ハレクラニ沖縄,沖縄県・恩納村 [全360室],デラックスオーシャンビュー サンセットウイング キング,"['ポイント2%分利用で60,720円～2名税込59,506円～詳細･予約', 'ポイント2%分利用で61,290円～朝食付2名税込60,066円～詳細･予約']"
ハレクラニ沖縄,沖縄県・恩納村 [全360室],プレミアオーシャンビュー キング,"['ポイント2%分利用で64,516円～2名税込63,226円～詳細･予約', 'ポイント2%分利用で64,516円～朝食付2名税込63,226円～詳細･予約']"
ハレクラニ沖縄,沖縄県・恩納村 [全360室],プレミアオーシャンビュー ツイン,"['ポイント2%分利用で64,516円～2名税込63,226円～詳細･予約', 'ポイント2%分利用で64,516円～朝食付2名税込63,226円～詳細･予約']"
ハレクラニ沖縄,沖縄県・恩納村 [全360室],プレミアオーシャンフロント キング,"['ポイント2%分利用で70,966円～朝食付2名税込69,548円～詳細･予約', 'ポイント2%分利用で72,106円～2名税込70,664円～詳細･予約']"
ハレクラニ沖縄,沖縄県・恩納村 [全360室],プレミアオーシャンフロント ツイン,"['ポイント2%分利用で70,966円～朝食付2名税込69,548円～詳細･予約', 'ポイント2%分利用で72,106円～2名税込70,664円～詳細･予約']"
ハレクラニ沖縄,沖縄県・恩納村 [全360室],エグゼクティブオーシャンスイート キング,"['ポイント2%分利用で103,224円～朝食付2名税込101,160円～詳細･予約', 'ポイント2%分利用で110,056円～2名税込107,856円～詳細･予約']"
ハレクラニ沖縄,沖縄県・恩納村 [全360室],エグゼクティブオーシャンフロントスイート ツイン,"['ポイント2%分利用で109,676円～朝食付2名税込107,484円～詳細･予約', 'ポイント2%分利用で117,646円～2名税込115,294円～詳細･予約']"
